"","16S-bodega-bay-fecal-experiment_Blank.1","16S-bodega-bay-fecal-experiment_Blank.10","16S-bodega-bay-fecal-experiment_Blank.11","16S-bodega-bay-fecal-experiment_Blank.12","16S-bodega-bay-fecal-experiment_Blank.2","16S-bodega-bay-fecal-experiment_Blank.3","16S-bodega-bay-fecal-experiment_Blank.4","16S-bodega-bay-fecal-experiment_Blank.5","16S-bodega-bay-fecal-experiment_Blank.6","16S-bodega-bay-fecal-experiment_Blank.7","16S-bodega-bay-fecal-experiment_Blank.8","16S-bodega-bay-fecal-experiment_Blank.9","16S-bodega-bay-fecal-experiment_CC.B.1.1","16S-bodega-bay-fecal-experiment_CC.B.1.2","16S-bodega-bay-fecal-experiment_CC.B.1.3","16S-bodega-bay-fecal-experiment_CC.B.2.1","16S-bodega-bay-fecal-experiment_CC.B.2.2","16S-bodega-bay-fecal-experiment_CC.B.2.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.2","16S-bodega-bay-fecal-experiment_CC.B.3.3","16S-bodega-bay-fecal-experiment_CC.B.4.1","16S-bodega-bay-fecal-experiment_CC.B.4.2","16S-bodega-bay-fecal-experiment_CC.B.4.3","16S-bodega-bay-fecal-experiment_CC.SG.1.1","16S-bodega-bay-fecal-experiment_CC.SG.1.2","16S-bodega-bay-fecal-experiment_CC.SG.1.3","16S-bodega-bay-fecal-experiment_CC.SG.2.1","16S-bodega-bay-fecal-experiment_CC.SG.2.2","16S-bodega-bay-fecal-experiment_CC.SG.2.3","16S-bodega-bay-fecal-experiment_CC.SG.3.1","16S-bodega-bay-fecal-experiment_CC.SG.3.2","16S-bodega-bay-fecal-experiment_CC.SG.3.3","16S-bodega-bay-fecal-experiment_CC.SG.4.1","16S-bodega-bay-fecal-experiment_CC.SG.4.2","16S-bodega-bay-fecal-experiment_CC.SG.4.3","16S-bodega-bay-fecal-experiment_MM.B.1.1","16S-bodega-bay-fecal-experiment_MM.B.1.2","16S-bodega-bay-fecal-experiment_MM.B.1.3","16S-bodega-bay-fecal-experiment_MM.B.2.1","16S-bodega-bay-fecal-experiment_MM.B.2.2","16S-bodega-bay-fecal-experiment_MM.B.2.3","16S-bodega-bay-fecal-experiment_MM.B.3.1","16S-bodega-bay-fecal-experiment_MM.B.3.2","16S-bodega-bay-fecal-experiment_MM.B.3.3","16S-bodega-bay-fecal-experiment_MM.B.4.1","16S-bodega-bay-fecal-experiment_MM.B.4.2","16S-bodega-bay-fecal-experiment_MM.B.4.3","16S-bodega-bay-fecal-experiment_MM.SG.1.1","16S-bodega-bay-fecal-experiment_MM.SG.1.2","16S-bodega-bay-fecal-experiment_MM.SG.1.3","16S-bodega-bay-fecal-experiment_MM.SG.2.1","16S-bodega-bay-fecal-experiment_MM.SG.2.2","16S-bodega-bay-fecal-experiment_MM.SG.2.3","16S-bodega-bay-fecal-experiment_MM.SG.3.1","16S-bodega-bay-fecal-experiment_MM.SG.3.2","16S-bodega-bay-fecal-experiment_MM.SG.3.3","16S-bodega-bay-fecal-experiment_MM.SG.4.1","16S-bodega-bay-fecal-experiment_MM.SG.4.2","16S-bodega-bay-fecal-experiment_MM.SG.4.3","16S-bodega-bay-fecal-experiment_NegCtrl1","16S-bodega-bay-fecal-experiment_NegCtrl2","16S-bodega-bay-fecal-experiment_WP.MFH.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.1.2","16S-bodega-bay-fecal-experiment_WP.MFH.1.3","16S-bodega-bay-fecal-experiment_WP.MFH.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.2.2","16S-bodega-bay-fecal-experiment_WP.MFH.2.3","16S-bodega-bay-fecal-experiment_WP.MFH.3.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.3.2","16S-bodega-bay-fecal-experiment_WP.MFH.3.3","16S-bodega-bay-fecal-experiment_WP.MFH.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.4.2","16S-bodega-bay-fecal-experiment_WP.MFH.4.3","16S-bodega-bay-fecal-experiment_WP.MFL.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.1.2","16S-bodega-bay-fecal-experiment_WP.MFL.1.3","16S-bodega-bay-fecal-experiment_WP.MFL.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.2.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.2","16S-bodega-bay-fecal-experiment_WP.MFL.3.3","16S-bodega-bay-fecal-experiment_WP.MFL.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.4.2","16S-bodega-bay-fecal-experiment_WP.MFL.4.3","16S-bodega-bay-fecal-experiment_WP.SG.1.1","16S-bodega-bay-fecal-experiment_WP.SG.1.2","16S-bodega-bay-fecal-experiment_WP.SG.1.3","16S-bodega-bay-fecal-experiment_WP.SG.2.1","16S-bodega-bay-fecal-experiment_WP.SG.2.2","16S-bodega-bay-fecal-experiment_WP.SG.2.3","16S-bodega-bay-fecal-experiment_WP.SG.3.1","16S-bodega-bay-fecal-experiment_WP.SG.3.2","16S-bodega-bay-fecal-experiment_WP.SG.3.3","16S-bodega-bay-fecal-experiment_WP.SG.4.1","16S-bodega-bay-fecal-experiment_WP.SG.4.2","16S-bodega-bay-fecal-experiment_WP.SG.4.3","16S-bodega-bay-fecal-experiment_Zymo.Ctrl1","16S-bodega-bay-fecal-experiment_Zymo.Ctrl2"
"2.3.3.8",0,464,538,0,0,108,0,0,0,0,0,0,995,1416,3076,1256,1100,429,2250,2068,1288,193,934,655,560,1166,894,934,936,755,0,22244,3166,1474,1376,1418,814,1098,263,1772,924,930,497,596,765,849,439,374,917,671,0,552,788,422,345,803,382,477,1137,553,0,0,194,232,68,34,103,2,27,206,129,42,18,56,148,191,180,83,16,59,166,264,94,68,101,25,1651,2268,2080,1816,2030,476,1969,1437,1332,1957,3078,1816,0,0
"2.3.3.9",0,12112,1366,55,653,1747,335,2120,442,654,5256,565,1830,4895,5034,2255,2666,3885,4677,8247,9871,5463,6918,7921,1588,3529,2501,5122,4751,2973,5609,112498,14390,5105,5841,13747,4180,6063,1262,9535,5917,3245,3184,3354,5208,11763,8687,9316,5781,3012,0,4078,8870,4930,5963,6186,7120,6854,7056,6509,1234,137,8108,17226,13096,5410,6762,5013,7567,10067,7819,5336,5610,4948,9393,8356,5974,8638,6861,5400,13043,12161,5290,4818,3889,8698,2939,3188,3380,5446,4594,1013,4232,3514,3331,3486,5606,3418,2975,3973
"2.4.1.1",0,9766,6042,86,544,6115,2388,2681,1692,700,8155,271,11803,34536,35699,15575,13792,17646,34824,41252,41327,17056,22144,28905,12276,27472,15419,26274,23078,16375,17008,457440,59738,34124,17266,25265,20487,29673,6786,58848,37526,28940,13603,15974,21836,27410,29103,28923,34639,19060,46,22526,35388,19788,30261,33202,27694,30973,37765,30965,858,136,28826,47957,28768,16766,18644,13399,20178,27034,27227,21710,16373,15176,25039,23669,13001,22951,16821,13494,29518,26054,11064,12674,9660,19391,16628,22670,25953,34380,19386,4378,26185,24034,25123,23064,35031,26931,7597,10590
"2.4.1.10",0,1756,52,0,62,518,0,284,0,0,381,0,3,8,0,11,2,0,64,5,42,0,0,3,9,0,0,0,3,0,6,533,40,17,0,0,4,0,8,41,10,33,0,0,0,39,0,0,8,0,0,0,0,0,2,58,44,0,76,0,357,0,17,12,8,30,42,9,32,40,29,6,0,5,32,46,13,52,56,32,185,43,12,14,38,80,0,2,9,4,0,0,0,11,11,12,18,12,4170,6002
"2.4.1.109",0,965,545,10,86,516,11,1103,161,179,1591,282,263,1073,1324,642,1014,1705,1840,1742,1540,1077,1014,1624,525,1218,749,1358,816,602,519,25729,3401,2007,1184,1579,598,1118,160,1525,1001,513,499,460,868,608,826,896,1094,622,0,859,1875,1186,1032,1367,1073,1102,1234,1371,462,26,1212,1308,1002,733,944,878,738,1058,1174,850,599,904,1290,962,730,1196,1048,664,1230,1075,513,682,335,1160,813,1012,1130,1834,803,215,1285,970,1265,800,1546,950,0,0
"2.4.1.11",0,742,606,0,130,1363,8,0,317,120,673,0,1054,2477,2486,1299,1613,1708,2622,3322,3788,1684,2594,2912,1174,2802,1406,2609,2180,1910,1100,56449,6162,2924,2250,3836,1827,3072,701,3614,2322,1564,1266,1389,1960,4018,2463,2978,2496,1364,0,1742,3047,1783,2242,2542,2844,2086,2784,2872,374,11,2514,4728,1951,1659,1774,1595,1568,2314,2712,2376,4210,1540,2338,2086,1246,2724,1953,1340,2384,2251,1272,988,898,1846,1486,2387,2420,4305,2714,536,2428,2205,2326,2363,4093,2384,0,0
"2.4.1.12",0,771,1272,0,368,523,625,1998,128,0,2824,3,1124,3247,3140,1349,1392,1099,3307,3429,3255,1242,1852,2448,1063,2380,831,2050,1687,1433,374,42317,5142,3913,1330,2002,1462,2122,464,5019,3505,2439,936,1174,1649,2008,1483,1702,2667,1216,0,1862,2332,1412,1843,2462,1616,1774,2870,1949,1405,140,1477,1612,754,1302,1138,944,532,1812,1080,692,459,1004,1480,1642,758,779,766,455,902,1384,514,570,700,809,1744,1897,2866,3432,1529,332,2553,2662,3151,2274,3618,2904,1869,2534
"2.4.1.122",0,0,0,0,0,0,489,0,0,0,0,0,259,484,457,227,269,144,667,375,422,80,218,268,191,418,172,250,295,228,219,4840,494,796,96,156,215,303,22,689,460,311,214,213,264,198,74,273,415,147,0,329,344,166,370,391,230,258,368,235,0,0,387,370,103,350,248,153,105,511,223,209,42,141,493,462,220,172,152,133,205,177,129,220,228,184,307,418,397,471,193,39,481,496,501,498,508,512,452,615
"2.4.1.129",0,78505,13881,106,2321,13992,3412,6519,3546,3954,26943,1924,22980,66239,68372,30591,28600,33788,62849,81274,83081,36717,50762,60401,23362,52120,28715,51859,46647,32891,33756,922496,115812,62828,38557,66676,38975,55567,12584,101472,65230,48306,26628,31122,43998,62574,59498,60070,63184,34610,79,42428,70905,38729,56237,60996,57234,57544,70997,58096,4812,691,59912,96938,60799,42502,42285,29765,38947,60955,54885,44890,43805,33313,54863,52396,30534,53727,40896,31831,65984,61252,29228,27762,24191,46495,30475,41444,45871,65064,40982,9126,47004,44308,45949,42453,67135,48124,34595,47664
"2.4.1.13",0,0,410,0,0,142,0,0,0,0,0,0,284,734,732,220,302,242,702,574,809,547,630,672,376,674,328,606,510,406,146,10532,1376,674,442,573,626,922,212,1130,870,544,318,342,673,405,525,650,627,420,0,474,862,570,761,750,477,462,744,625,0,0,492,569,416,297,573,584,198,620,408,340,297,319,513,504,336,137,84,68,320,627,211,180,240,193,352,494,647,1160,593,242,588,475,466,434,952,550,0,0
"2.4.1.14",0,10052,1668,29,21,589,200,284,585,0,169,0,2048,5536,5605,2340,2696,4276,6100,6867,8982,4417,5220,6047,1941,5334,3460,5812,4809,3043,4834,81744,13550,5169,3930,5029,4022,6391,1544,8117,5237,3152,2255,2718,3844,4371,6153,6301,5338,3303,10,3522,6815,4278,5591,6163,5685,6088,5973,6360,0,51,7326,12362,8952,3559,4651,4065,6712,5714,6515,7335,5492,3404,6268,5791,3670,7356,5568,4452,7695,6209,3071,3327,1824,5336,2474,3348,3494,6146,3976,1100,3843,3209,3372,2979,4845,3191,0,0
"2.4.1.141",0,0,0,0,0,0,0,0,0,0,0,0,22,17,0,12,28,0,28,15,0,0,0,11,16,27,0,0,0,14,0,168,30,39,0,0,33,22,0,41,42,39,21,20,0,11,0,18,47,22,0,33,14,0,13,0,0,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,49,21,0,0,37,41,51,20,37,24,0,0
"2.4.1.144",0,42,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,6,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.4.1.15",0,11438,964,20,755,1055,138,2205,718,334,3273,48,1040,3746,4105,1673,1980,2000,3202,5262,5390,2607,2972,4334,1127,2347,1142,2801,2461,1992,2790,54667,6612,3975,2485,4840,2189,3027,542,5943,3348,2377,1864,1878,2954,3645,3829,3802,3553,1810,0,2854,4940,2372,3192,3718,5174,4035,4493,3434,1053,203,5318,9098,5304,5214,4060,2882,3938,6532,5754,3978,3130,3515,5642,5003,2887,5782,4654,3486,8204,6715,3224,3198,2958,6010,1327,1651,2161,2148,1640,276,2358,2226,2844,2159,3038,2704,2642,3531
"2.4.1.152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,8,12,17,0,0,18,5,0,0,23,26,23,0,26,49,0,27,35,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.4.1.153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.4.1.161",0,0,0,0,0,141,0,0,0,0,0,0,5,0,22,0,93,0,0,10,20,24,76,0,0,0,0,5,0,0,0,1245,107,0,32,35,0,0,0,0,0,0,0,0,5,988,16,37,0,0,0,0,13,0,16,2,2,0,0,0,0,0,17,12,14,16,44,22,10,40,41,6,0,5,32,46,20,56,38,32,130,55,12,14,35,43,2,4,0,28,8,7,0,0,0,0,0,0,0,0
"2.4.1.166",0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"2.4.1.173",0,277,353,0,44,47,0,0,72,0,865,0,56,185,82,96,187,60,220,145,326,362,364,442,25,128,86,167,106,148,115,4373,464,238,215,269,193,374,113,393,381,108,147,202,345,1102,266,422,146,134,0,93,316,251,260,305,62,135,206,189,14,65,207,292,272,92,441,442,85,421,252,106,112,216,439,364,336,18,38,25,315,584,115,80,189,105,83,136,162,256,244,102,102,78,117,122,295,122,0,0
"2.4.1.175",0,0,0,0,0,0,0,0,0,0,0,0,75,125,114,69,60,27,135,132,73,15,61,8,86,115,26,64,74,55,0,1118,97,62,0,0,22,14,3,118,75,13,24,15,13,6,0,10,53,21,0,32,37,3,21,11,15,12,45,38,0,0,63,46,17,140,0,35,9,56,60,18,29,27,50,86,27,37,32,13,0,37,11,42,26,9,49,18,102,42,45,0,55,118,106,72,180,112,0,0
"2.4.1.18",0,16284,5705,64,809,5516,1970,2771,2368,1476,6489,243,8849,25660,27319,11859,11518,15682,26933,32810,34493,15485,19724,24975,9241,21834,12596,21645,18395,12676,16172,388756,50189,26079,16156,24386,15692,23137,5291,41919,26271,19691,10843,11880,16801,25468,25035,24942,25644,14194,23,17000,29307,16080,23017,25883,24894,25136,29087,25378,1571,173,27121,46539,29841,17194,17953,13076,22855,24585,26035,22412,18518,13542,25366,23554,12933,27190,20659,15835,30909,25107,12747,12956,9224,22312,12335,17172,18826,25788,15984,3695,19197,17342,18080,17249,25975,19618,9121,12621
"2.4.1.180",0,0,0,0,15,0,0,0,0,0,113,0,0,0,0,0,31,0,0,0,51,62,57,49,0,0,0,0,0,0,8,661,49,0,0,44,0,0,0,0,19,0,24,26,0,0,34,35,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,89,12,0,0,0,34,0,0,0,41,0,23,35,0,80,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,28,0,785,1057
"2.4.1.182",0,14353,5269,34,480,4277,1576,1752,1344,1070,5939,351,8897,24107,25852,11158,10609,11898,24109,28932,29979,13654,18808,21842,8244,18829,10579,18142,16527,11728,14511,356878,43734,23330,15117,22686,14440,21328,4668,39718,25484,18554,10185,11862,16252,25573,21720,22749,23701,12986,28,15543,25762,14324,20496,22487,19921,20454,25896,21207,615,175,21959,38857,27198,13389,16078,12346,17927,22564,19896,17720,17197,11986,22474,20838,12652,21082,16463,12056,26524,24916,11398,10042,8547,17977,12312,16612,18657,25286,16442,3750,18204,16587,17039,16845,26802,19008,2642,3531
"2.4.1.183",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.4.1.186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.4.1.187",0,13424,1617,48,295,906,220,1228,686,143,3685,277,2331,8106,7892,3287,3118,2623,6853,7636,7341,3232,4112,5657,2531,5346,2499,4634,3935,2851,5531,102685,10803,8248,3194,5886,4144,6189,1374,14564,9409,7239,2957,3461,5059,11038,5692,6196,8065,4141,9,5318,8187,4320,6654,7647,6212,6826,9416,6587,98,183,6025,10978,9052,4542,4560,3820,7467,6752,5825,5009,3547,3679,7492,6000,3654,6513,6086,3768,10400,8882,3297,3644,2419,6134,3663,4595,6548,7757,3463,806,5796,6014,6229,5460,7820,7003,5414,7678
"2.4.1.19",0,0,0,0,0,322,0,0,9,0,0,0,15,0,32,16,102,0,12,13,20,30,76,0,8,11,6,15,34,22,0,1781,210,4,96,105,14,1,0,52,21,32,12,0,30,1147,131,228,28,22,0,24,89,46,14,12,14,0,40,17,0,0,0,0,6,0,3,15,0,0,12,0,0,0,0,0,7,4,7,0,9,12,0,0,0,0,2,9,34,48,8,26,0,22,42,12,7,13,0,0
"2.4.1.20",0,2752,1140,0,0,519,220,611,0,57,15,0,1202,2968,2811,1600,1465,2421,3741,3898,4442,1815,2234,2822,1401,3848,2178,3425,2703,2004,1229,55041,6697,3394,1977,2590,1732,2765,729,3860,2306,1361,1061,1283,1601,6325,3012,3039,2743,1734,0,1541,3264,2072,2622,3072,2680,2654,2798,3302,0,0,3333,4976,1551,1525,1420,1220,1178,2017,2884,2110,3277,1168,1708,1814,827,1924,1009,1113,1105,1119,690,1046,740,1178,1571,2312,2927,4565,2236,500,2568,2244,2860,2322,3598,2203,615,825
"2.4.1.208",0,0,72,0,0,448,0,69,0,0,180,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,3280
"2.4.1.21",0,7363,5615,58,661,3674,1718,2319,932,480,4184,122,9268,25278,27327,11954,11307,12518,26432,31240,31279,13450,18862,22635,8909,20416,10759,19210,17439,12263,12246,378042,45890,25572,14681,21571,15488,22450,5009,43136,27838,20863,10571,11946,16868,23915,21410,22507,25087,13820,23,16598,26610,14919,20798,23404,19952,21503,27340,22081,939,119,21117,36269,22124,13182,14760,11261,14629,21369,19077,15999,15431,11532,19708,18705,10623,16644,12513,9549,22734,20928,9588,9783,7984,14876,13549,18077,20819,27637,16506,3821,20182,18718,19625,18479,29606,21515,6812,9533
"2.4.1.211",0,0,0,0,0,161,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,189,15,11,0,11,0,16,3,16,9,0,0,7,0,0,0,16,0,9,0,6,11,0,0,0,11,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"2.4.1.212",0,85,29,0,0,35,0,701,84,0,0,0,56,67,79,58,167,107,124,155,246,194,302,210,20,108,14,210,156,92,188,6109,686,176,383,470,82,51,0,99,46,20,119,59,146,229,180,210,51,34,0,131,181,148,85,120,66,124,77,146,210,26,157,109,110,66,100,135,104,126,73,192,438,126,173,124,39,378,258,141,57,158,156,29,30,89,156,63,155,391,171,48,143,128,277,113,364,108,0,0
"2.4.1.213",0,9161,2,0,174,5,275,284,0,0,462,1,0,14,13,0,27,0,0,36,17,21,112,7,0,0,0,37,0,0,30,2307,118,21,140,435,11,0,0,0,9,0,35,8,28,339,52,48,18,13,0,0,0,36,29,27,12,1,0,30,148,0,10,24,78,0,12,0,142,8,15,115,325,2,25,45,21,219,263,117,39,30,78,20,0,184,8,24,9,17,51,0,0,2,0,0,16,0,0,0
"2.4.1.216",0,0,129,0,0,150,14,69,0,0,0,12,133,540,517,200,129,119,410,333,478,111,138,172,234,463,153,257,178,147,0,6343,646,481,107,116,396,551,104,802,458,497,165,174,294,169,264,290,616,325,0,334,416,253,460,499,390,437,619,456,0,0,195,193,21,47,0,46,9,62,95,37,40,30,55,49,14,10,0,5,6,3,17,17,5,6,287,436,555,705,183,25,395,439,404,425,623,469,0,0
"2.4.1.217",0,153,304,0,0,0,0,728,7,0,0,68,168,417,287,171,57,34,281,260,228,55,100,171,138,299,53,148,140,145,55,2697,227,269,32,29,97,131,29,400,471,209,93,157,191,1052,109,153,344,155,0,155,143,100,124,166,82,124,257,119,0,0,139,61,0,113,108,71,0,215,57,23,17,78,81,175,11,15,0,6,22,126,118,31,74,31,207,220,410,408,156,21,255,322,378,257,447,339,0,0
"2.4.1.226",0,0,0,0,0,0,0,0,0,0,0,0,75,125,114,69,60,27,135,132,73,15,61,8,86,115,26,64,74,55,0,1118,97,62,0,0,22,14,3,118,75,13,24,15,13,6,0,10,53,21,0,32,37,3,21,11,15,12,45,38,0,0,63,46,17,140,0,35,9,56,60,18,29,27,50,86,27,37,32,13,0,37,11,42,26,9,49,18,102,42,45,0,55,118,106,72,180,112,0,0
"2.4.1.227",0,20521,5228,109,885,6104,2028,5252,1487,1374,9501,698,9626,27363,29708,12783,12382,14243,27602,33899,33580,14658,20393,24751,9462,21388,11730,20597,18224,13283,15071,411536,49764,27958,16550,26928,15741,23041,4941,46020,28912,21790,11262,12883,18112,27889,23940,24871,26955,14362,28,18100,29348,15963,22837,25856,24010,23739,31021,24000,1655,240,24330,41397,26823,17146,17153,12713,18258,25719,22424,19015,18121,13747,24201,22214,13011,23952,18479,13778,30042,26974,12558,11873,9871,20552,13986,18725,21523,28117,17289,3756,21391,19568,20630,19371,29818,22377,10022,13663
"2.4.1.229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,110,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,0,0,0,0,0,0,32,0,0,0
"2.4.1.230",0,0,95,0,6,0,0,0,0,57,433,0,24,100,96,44,104,211,106,79,159,93,76,159,35,43,81,105,66,77,0,1513,292,121,129,199,57,104,20,104,43,24,37,38,52,51,107,147,61,36,0,55,145,78,89,91,183,103,67,109,0,0,56,47,27,21,70,35,40,54,123,62,28,110,50,48,19,79,60,42,50,48,16,16,26,49,32,63,34,55,69,18,89,50,68,89,96,53,0,0
"2.4.1.242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,24,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,126,27,23,0,0,0,0,0,36,25,23,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,19,13,0,0,0,19,33,21,15,0,17,0,16,26,0,0,18,23,0,0,0,8,23,29,12,16,0,28,0,0,19,20,0,0,0,0,0,0,0,17,0,0
"2.4.1.245",0,884,371,0,0,294,0,0,589,334,134,0,482,1974,2321,1098,819,731,1622,2362,1477,585,691,1211,654,1453,609,1006,748,662,173,17681,2213,2662,536,592,1004,1311,300,3565,2042,2052,881,890,1083,762,1153,1199,2199,1171,10,1926,2232,997,1624,2205,2460,2078,3032,1680,0,0,1204,1734,929,1904,988,483,1109,1260,1660,1028,515,915,1421,1246,652,1720,1377,1111,2199,1309,580,705,704,1375,717,1100,1516,946,345,94,1315,1348,1550,1258,1588,1865,0,0
"2.4.1.246",0,0,75,0,0,0,0,0,309,0,77,0,99,389,387,171,106,191,411,387,582,215,226,394,25,227,195,385,282,154,1030,6299,1472,416,318,380,126,396,49,550,334,226,185,146,261,507,306,416,328,169,0,214,541,206,381,412,669,521,425,382,0,0,695,1718,1719,383,440,417,1558,773,1120,748,473,392,1127,717,440,1306,1190,807,1785,1198,504,689,187,1238,210,239,201,264,176,36,230,197,232,247,281,272,0,0
"2.4.1.247",0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,6,0,9,12,0,9,5,1,3,0,8,0,4,0,0,0,140,20,20,1,5,5,0,0,23,0,14,0,6,0,1,4,10,6,0,0,4,4,2,0,0,8,4,17,6,0,0,26,0,0,1,0,5,0,7,0,0,0,0,10,1,0,0,0,0,6,1,10,0,0,8,0,0,0,0,0,0,1,0,7,5,0,0,0,0
"2.4.1.25",0,5874,5035,64,518,3547,1862,3847,1384,737,5166,225,6938,19902,21523,8963,8294,11219,20930,24386,24796,10729,13294,17614,7285,17142,9361,15808,13617,9059,11520,286001,35964,20509,11284,15069,11838,17176,3909,34195,21576,16596,8406,9484,12879,15740,18360,17790,20717,11209,14,13431,21682,12203,17722,19817,17326,18776,22668,19096,844,137,18841,31765,20150,11791,12546,9234,14776,17778,17525,15001,12225,9680,17766,17028,8781,17021,12833,9990,20435,17596,8324,8932,6924,14450,9945,13616,16108,19988,12129,2942,15173,14148,14692,14078,21056,16003,2642,3531
"2.4.1.250",0,1129,130,16,76,393,500,1103,161,75,1666,13,961,2782,3116,1081,1314,1270,2991,3384,2991,975,1382,2456,1166,2346,986,1800,1287,1339,905,40456,4560,3680,1152,3058,1380,2090,344,5719,3168,2708,1174,1108,1648,968,1644,1896,2880,1378,0,2103,2400,1279,2330,2845,2303,2214,3798,2250,324,26,1980,2778,1128,2373,1080,883,1205,2658,2014,1105,665,1332,2098,1866,919,2268,1708,1339,2521,1952,851,1390,1005,2208,1544,1796,2767,3092,958,132,2678,2499,2908,2423,3027,2966,4170,6002
"2.4.1.252",0,6,71,0,19,99,10,0,0,0,0,0,0,0,21,24,18,32,59,25,26,19,62,0,20,15,24,33,54,24,0,1668,101,86,46,129,37,35,14,156,77,31,31,35,22,2244,45,159,20,28,0,8,33,36,31,7,40,43,37,16,83,0,10,40,0,0,0,108,0,0,87,100,351,26,0,0,0,0,0,8,6,25,0,0,11,0,0,25,34,144,81,0,33,23,39,32,0,0,0,0
