"","V1","V2","V3","V4","V5","V6","V7"
"a64c7cfb3bf69315391546235d31d68c","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","Unassigned"
"a65cfafbf0410ed15d02a65513db7212","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"a666f79028a81aadc8a30f3b3673bbbb","Bacteria","Marinimicrobia (SAR406 clade)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a66ed325bba635e279f76c19784b62c3","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"a66edd0a1d280e933e4ef2f7b1f0000c","Bacteria","Planctomycetota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a6734652ddfffa82e09144486aede6d3","Bacteria","Latescibacterota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a6895cbfef793e9465a5e3b56a9843f1","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured bacterium"
"a68db5de3b0821d9af3f09d43d0bde45","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","uncultured bacterium"
"a69abc56e6a2d97a9b18df8844b8692a","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured bacterium"
"a69db0f22fc496e2d9dc37d0e5e6ac11","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a69e9d5d7254868af3feda9987d4e156","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"a6a5b62c998833221e348218d00974b2","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Unassigned","Unassigned"
"a6a8eb295b5304d6b2107d241f4878be","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured organism","Unassigned","Unassigned"
"a6acd062fbfd9b32de788fda5cc61706","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a6b3c7272bff113227b098df91fae1d9","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter","uncultured bacterium"
"a6ba535d015266d9b01589c7197c382b","Bacteria","Myxococcota","Polyangia","VHS-B4-70","Unassigned","Unassigned","Unassigned"
"a6be85d5fd4a3b606247dd12d2d48784","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unassigned","Unassigned","Unassigned"
"a6c861ac87fc13dca39ab3beded0d00c","Bacteria","Chloroflexi","Anaerolineae","Thermoflexales","Thermoflexaceae","Thermoflexus","uncultured bacterium"
"a6cfd04672bec84f861245a43b29e0df","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"a6e48b54cea5e148817c62b338442ef5","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"a6ef4b2ccc7438e2c90609bc2a57f4e5","Bacteria","Acidobacteriota","Subgroup 22","Unassigned","Unassigned","Unassigned","Unassigned"
"a6f983f2ce9e29e6945c9a6287134956","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Unassigned","Unassigned"
"a6fbafaae93855fa2f45bcd64d6cb561","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured","Unassigned"
"a6fd587e233d21a49224af29c4e87268","Bacteria","Planctomycetota","Pla4 lineage","Unassigned","Unassigned","Unassigned","Unassigned"
"a70074042fd348c77e93aea1b8cd32cc","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned"
"a70307ab33484e7b922e4efa225cc1c0","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","Unassigned"
"a7044e3dc5746c3360aa2560f66b7b3c","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured bacterium"
"a705554f713d310a396a789b69e78a04","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","uncultured bacterium"
"a706d41311fcc1ca8070712b70144545","Bacteria","Sva0485","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a70b8ee02e5e6777c5d09ca1bfb7a0a3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","uncultured bacterium"
"a70f7f0cf443cab6c5e19fb0f8bc3215","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","Unassigned"
"a729aff58ac2cbccc84d140516c37001","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","uncultured bacterium"
"a72bea9f290619c69172b4f3d187bac8","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"a72bedcd484f6c7e1d12824d52cb1dc6","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a72cf66904e87d0ce61043672ccc01a1","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured bacterium","Unassigned","Unassigned"
"a72eba8bef7b2f2979458f9b810ba6c6","Bacteria","NB1-j","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a73c34a9b1106d946fdd95c0fbeca2a2","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a746511341183d4e3a7e751b484b1c21","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured Chloroflexi bacterium"
"a75347cf2fead81e468faa165b9a4e8e","Bacteria","Myxococcota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a756d246590edbf3a46a23a3a9ea9b33","Bacteria","Myxococcota","bacteriap25","Unassigned","Unassigned","Unassigned","Unassigned"
"a7593d8d8b3965b62b944d01b98253cc","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a759b3c4406ccb57c74f472a3829dcab","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia","Unassigned"
"a75b37c80a7d66399d4dda22234e1226","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","uncultured bacterium"
"a76bef2b82ffd7a0e3c62cf453df07bd","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","Unassigned","Unassigned","Unassigned"
"a76cb60e365a687dde0036790ce2e3c7","Bacteria","Sva0485","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a7866ca652f92085ace430989ec3d957","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01","Unassigned"
"a786a8510e6170fb4a7735b68164b19b","Bacteria","SAR324 clade(Marine group B)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a792730b07e001bf0bfc6c30160aaa3c","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Unassigned","Unassigned"
"a79ee61cdcff5ce3ea7edf8b58e5aaa9","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Unassigned"
"a7a58cb7f88b3c0fde7d06a99740f85e","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Unassigned","Unassigned"
"a7ad3f31598b6d409bf50afd91c08d14","Bacteria","Myxococcota","Polyangia","PS-B29","uncultured organism","Unassigned","Unassigned"
"a7b15e853bc43630352ed26472a1af1f","Bacteria","MBNT15","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a7b9745d4129109c1180f30c5da4f7aa","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Unassigned","Unassigned"
"a7ba9e2a79d57a9a9208c77fcab59bd2","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","uncultured crenarchaeote","Unassigned","Unassigned"
"a7da42c3a8f9059e0670922f14b9f715","Bacteria","Acidobacteriota","Subgroup 25","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a7da93a9744a7863292bcf97d47b6a10","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Unassigned","Unassigned"
"a7dd2fd5d097ef23554c80ca7f1690c6","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfohalobiaceae","Unassigned","Unassigned"
"a7eca83434e2f62592404f7992d1c0eb","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","Unassigned"
"a7ef99843f46bd5c98ea8bed1b324df6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"a802610f92e653f33a7f06f65e9296c6","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a80a62ba30fea2eed0c6c8d5daf9b2da","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured bacterium"
"a81448d325eef025f379d8ffef89f5a4","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","Unassigned"
"a81df4e8f94935a0b80e9d8bf097fc50","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","uncultured bacterium","Unassigned","Unassigned"
"a8246a78c8adc1bacb1eea700bc96687","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","Unassigned"
"a826caf325eb47f9110a7fbc754cefa3","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Unassigned","Unassigned","Unassigned"
"a834360740fea7a76b5bf9746ca2f2f2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unassigned","Unassigned"
"a836b49b7bc3514da3f17225a433b909","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a839eac4f2ef852a57553084376eab9c","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unassigned","Unassigned"
"a83f9f6dba9b1e5ffc2783fd12ea6a3d","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria","uncultured bacterium","Unassigned","Unassigned"
"a843771093316175317381233c25bb34","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured bacterium"
"a845181e6f11698bed31320364e3b8e8","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured bacterium"
"a845a48b8818ee0e23dcc5c13d2ced7a","Bacteria","Deferrisomatota","Defferrisomatia","Defferrisomatales","Defferrisomataceae","Unassigned","Unassigned"
"a8525cc0013fa434a7b09031928abae5","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"a8705a06ffe9d11fe1361105d0a172bd","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a871e671a93b8d3d318ecd7bc4e61777","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Unassigned","Unassigned"
"a887d829384902588eea9201fe14a0b9","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a88ba601a94dc20db497311b0bda7ad1","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","uncultured bacterium","Unassigned"
"a88bb6029e2817e8e16b412b3d7a4d5e","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Unassigned","Unassigned"
"a891e6a479baaa1a4a67732d395b9a7e","Bacteria","PAUC34f","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a8956b9b6f770468c808447d8ddf5a54","Bacteria","Desulfobacterota","Desulfobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a8a61ced4348898ede64dd4f2d53bc5c","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Unassigned"
"a8a6fb0abb81a22dd4575d190fa5b5c9","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unassigned"
"a8a9365b6a9e239c5eacf430c918c910","Bacteria","Myxococcota","Polyangia","MidBa8","Unassigned","Unassigned","Unassigned"
"a8abb28c5d6c3f718e2991aecc8c2b85","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea","Unassigned"
"a8baa4404514d1206497261e208f8621","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured bacterium"
"a8d2846063c16d29ed75f4e86db115f5","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"a8d7d284e7233152f3bdf78a4f3fec72","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","Unassigned","Unassigned"
"a8dd6da6457cb97f6cc4a73967e13e3e","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","Unassigned"
"a8e003134a9dd33db48b270d4907e7bc","Bacteria","Deferrisomatota","Defferrisomatia","Defferrisomatales","Defferrisomataceae","Unassigned","Unassigned"
"a8e1dc806f403b52d4849a1faa02e239","Bacteria","Verrucomicrobiota","Chlamydiae","LD1-PA32","uncultured bacterium","Unassigned","Unassigned"
"a8f67b19002ad267b8c4cbb2e4530670","Bacteria","Acidobacteriota","Subgroup 22","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"a900b6678ce86851fb16bfafb87f3326","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05 cluster","uncultured bacterium"
"a900ca7aa7efcd99f92fe45049d6c018","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a906b55cc04c5a01c7899f3d151ecdde","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Unassigned"
"a908b8cbf340316c4b32938f72a02477","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Unassigned","Unassigned","Unassigned"
"a90d24a279c659681d1b311fcf7cf4fa","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetovibrio","Unassigned"
"a90f9af1db49aedc5352a38bb025cd7e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unassigned"
"a9164d01308501b576afa06256a15b0f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Unassigned"
"a92476014ff4de90d1d3317f8c303cf6","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Unassigned","Unassigned"
"a92bcca076b1ac13aad96a14a4cb523d","Bacteria","Desulfobacterota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a92e545ff404ddca1ff7dec1c3230557","Bacteria","Planctomycetota","Pla4 lineage","Unassigned","Unassigned","Unassigned","Unassigned"
"a936592bf645b3c8f334688d91b70777","Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria","Unassigned","Unassigned","Unassigned"
"a93e8a48ea1d681bae7a3935c733e1ad","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"a9403c7de646dec6c968d86fe88b6d0e","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unassigned","Unassigned","Unassigned"
"a94dd4d8469763491a3a2d20e5d49b28","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Unassigned","Unassigned"
"a967ede435d46e8646a4d82991557f5d","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"a97aea634202083c9ec672247b865e15","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured bacterium","Unassigned"
"a981ce1ef51df287170f29ebc606a2c8","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Unassigned","Unassigned"
"a982e91db949247cdd2d12a9b74a8db9","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7 clade","uncultured bacterium"
"a989dda1cd896eb8967a8ce1869f2c01","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Unassigned","Unassigned"
"a98b28749b383257f4404f4239486628","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","uncultured organism"
"a98c9ec268a44c99413d75790f8cda97","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"a98e4bc3c9c59776dc3b1e9f9ba70a42","Bacteria","Proteobacteria","Gammaproteobacteria","Milano-WF1B-44","uncultured bacterium","Unassigned","Unassigned"
"a9937259d360044d9a64fbabd069872b","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","Unassigned"
"a997370c293535672d2e381c35a16e60","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unassigned"
"a99bbf355263ed0104f5a7f9bec7abe8","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","uncultured bacterium"
"a99c03f77f7233ec50ca6fd0baba7d79","Bacteria","Dependentiae","Babeliae","Babeliales","Unassigned","Unassigned","Unassigned"
"a99c47cb896902a2067e7a7d95c09284","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","uncultured bacterium","Unassigned","Unassigned"
"a99d111e8fa500804d8f980a2e3428a1","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a9a376c95672ccb7771845743fb22d58","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","uncultured","Unassigned"
"a9b65de0a1e8698da2eefb8bbc42c2bf","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","uncultured bacterium"
"a9bab08f5584add0d4370bf4323f3cdd","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","Unassigned"
"a9c0eee9b27be43bdede2ee8e261fad4","Bacteria","Firmicutes","Clostridia","Oscillospirales","Unassigned","Unassigned","Unassigned"
"a9c3db200d033a0ff9ec3c85bd614098","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a9d21afc81cf81eb6adc40afeb95b4a5","Bacteria","Planctomycetota","Phycisphaerae","Pla1 lineage","Unassigned","Unassigned","Unassigned"
"a9da0e409074f99a6ceb276e39341a99","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","Unassigned"
"a9dc9acaffe2aaee361918668de15455","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a9dfe2efcfa60413ff3bac66a599780d","Bacteria","Actinobacteriota","WCHB1-81","Unassigned","Unassigned","Unassigned","Unassigned"
"a9e901d27a33fc28c21076cc50c47215","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"a9f5b3c5678f2d0166cab118dcb0fc05","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Unassigned","Unassigned"
"a9fb1fca7bb9e67484bcb7be515dd8a9","Archaea","Crenarchaeota","Bathyarchaeia","uncultured archaeon","Unassigned","Unassigned","Unassigned"
"a9ffc99af2cc9055e4af9932e3b048db","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"a9fffd0c936cd0c1d992406d1512cd12","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","Unassigned"
"aa01fc502e8da86f395935b3c8db2e56","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Unassigned","Unassigned"
"aa03f4691e18e0c72f2998e918674bca","Bacteria","Planctomycetota","OM190","Unassigned","Unassigned","Unassigned","Unassigned"
"aa1324f683ca8566582ad020989ef60f","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"aa3020b00361f2ff40a8608be8d1edd3","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured bacterium","Unassigned","Unassigned"
